"","us.embassy","baoding","cangzhou","changpingzhen","chaoyangaotizhongxin","chaoyangnongzhanguan","chengde","daxinghuangcunzhen","dongsihuanbeilu","fengtaihuayuan","guandangxiao","haidianwanliu","jixian","langfang","miyun","nansanhuanxilu","pinggu","qianmendongdajie","sanhe","shijiazhuang","shijingshangucheng","shunyixincheng","tangshan","tianjin","tongzhouxincheng","xianghe","xinglong","yanqing","zhangjiakou","zhuozhou"
"haidianwanliu",0.924143979141498,0.60262391207404,0.482659440266547,0.882081385324446,0.96057279783223,0.936078979698115,0.717491737146782,0.891622228198935,0.913426252261044,0.954788532882361,0.84967393434821,1,0.74242035128695,0.703288593915377,0.894111512747021,0.925354397031402,0.861093201166869,0.931244691081443,0.82198969951141,0.601337633104826,0.967146568958497,0.900388119223984,0.475434949952777,0.589685864072639,0.750683643961388,0.749556424148808,0.786620017037044,0.856446183417799,0.285746901897908,0.838500301795818
"jixian",0.751339226887567,0.465557781992329,0.496201988656935,0.694810519972076,0.755283373058462,0.775783054592384,0.675193531209349,0.739173651863206,0.766248757339964,0.754560953418288,0.69864068452077,0.74242035128695,1,0.647082918040438,0.813071040932021,0.753767356381142,0.844331321689998,0.759937977983347,0.817946693737286,0.495253845650062,0.730995468404989,0.806130583484625,0.516529921903606,0.663841540088693,0.672182363233728,0.759221245770636,0.74832662940718,0.681087165246148,0.208014065222594,0.643927072397623
"langfang",0.776621537747938,0.620896482349442,0.534609723718378,0.61723163793826,0.741919880608346,0.785396071112712,0.542959369818015,0.811732491595786,0.78247779131858,0.767367002217683,0.828745411907062,0.703288593915377,0.647082918040438,1,0.699674767360451,0.784553237632942,0.723016326313785,0.769964725559712,0.753106787836598,0.603573178568911,0.697590464046418,0.72172022416848,0.540392260060731,0.685105072062776,0.768598421312399,0.827834922094859,0.633017901848769,0.59737751033483,0.218417631178485,0.751032938614483
"miyun",0.896183284446612,0.572640465362341,0.477828125378416,0.866323754831075,0.903206276695181,0.900478437258613,0.763504533760123,0.848399349777302,0.883481430095031,0.889503296012503,0.797378536697833,0.894111512747021,0.813071040932021,0.699674767360451,1,0.87644679726992,0.914931073214142,0.887437474659666,0.837146245735682,0.592770969375311,0.886248597744914,0.913273210007332,0.494733164907266,0.610409268188548,0.713568669990933,0.761232730133164,0.827937133732635,0.850380907073301,0.294917602656118,0.785057020543892
"nansanhuanxilu",0.952422133635038,0.620496479395115,0.52754459320304,0.821452183563981,0.945681440647595,0.959701938176731,0.684105502632813,0.939840246555688,0.948644052751016,0.965512175693191,0.88154282616571,0.925354397031402,0.753767356381142,0.784553237632942,0.87644679726992,1,0.849892114321006,0.964628026055863,0.813960688353223,0.623453859619588,0.912030434929087,0.869712106984858,0.475998314211592,0.645799883286382,0.788160509140366,0.784597914541288,0.754242879354615,0.794725646492254,0.247096259227144,0.845176715106092
"pinggu",0.857591875718574,0.530837839244728,0.46417923863139,0.816866367476854,0.867959826761144,0.873095269158779,0.718014918371065,0.821188329801443,0.859837642488479,0.858044333125806,0.795736137100581,0.861093201166869,0.844331321689998,0.723016326313785,0.914931073214142,0.849892114321006,1,0.856215468100651,0.898127437258492,0.553903454338829,0.854211684152953,0.916167644267438,0.531110265070864,0.627652772872208,0.794606214527074,0.821964838627273,0.826749972860615,0.776892893961588,0.2416567513647,0.761845784135515
"qianmendongdajie",0.960582597416503,0.620159213030923,0.529548038872492,0.832546708126063,0.954505182589959,0.963788394347425,0.686092970904223,0.928190512143527,0.943693579242166,0.958977101528834,0.877027026055187,0.931244691081443,0.759937977983347,0.769964725559712,0.887437474659666,0.964628026055863,0.856215468100651,1,0.824688065511118,0.627332346674612,0.919418645721132,0.880103630266389,0.484071867937052,0.638655861862665,0.776836519352933,0.782910817438179,0.769100561221389,0.802880769866167,0.263542821544018,0.839141329399924
"sanhe",0.837392974207573,0.55403562184606,0.49450476620229,0.754518765467107,0.837752614451657,0.842644591753828,0.686280045771708,0.801160651754778,0.833723076556082,0.826191719159302,0.804335508584921,0.82198969951141,0.817946693737286,0.753106787836598,0.837146245735682,0.813960688353223,0.898127437258492,0.824688065511118,1,0.542130839622879,0.808853960419526,0.900070576287007,0.566109760982,0.623078177552075,0.807191234594558,0.872052165663321,0.780290060269326,0.731051308328373,0.246211087338361,0.753615327962023
"shijiazhuang",0.634122869504154,0.614106297277254,0.500019528992819,0.54833794950386,0.602771356050964,0.619240611927839,0.519549258473936,0.655630368485073,0.592928608112039,0.628945480449517,0.67697279473412,0.601337633104826,0.495253845650062,0.603573178568911,0.592770969375311,0.623453859619588,0.553903454338829,0.627332346674612,0.542130839622879,1,0.598938919084061,0.548829802641317,0.3928223653151,0.56954041990204,0.475115427485909,0.571376322021234,0.550293412611313,0.56515432602443,0.233268506768172,0.649490773738348
"shijingshangucheng",0.905533375323046,0.609526318427687,0.48038456369771,0.872149392408894,0.937043187929971,0.914787225726759,0.715214719037046,0.876631616665785,0.887900239878163,0.944643538975698,0.850262936578883,0.967146568958497,0.730995468404989,0.697590464046418,0.886248597744914,0.912030434929087,0.854211684152953,0.919418645721132,0.808853960419526,0.598938919084061,1,0.875630240239628,0.461376172884692,0.590569467416589,0.741384117821939,0.740332634051408,0.789303696781021,0.85681768741212,0.28150379273844,0.841484527808786
"shunyixincheng",0.891403756129686,0.550416475137623,0.462276261938978,0.837903414909256,0.916899416689883,0.903200623965615,0.722126163562004,0.840640090571722,0.887233691560132,0.883305865558139,0.802569863792794,0.900388119223984,0.806130583484625,0.72172022416848,0.913273210007332,0.869712106984858,0.916167644267438,0.880103630266389,0.900070576287007,0.548829802641317,0.875630240239628,1,0.522612635786663,0.585742106732278,0.781588700113611,0.806179183157397,0.795826937032589,0.799121482392414,0.267554463395697,0.768860424387158
"tangshan",0.506685715477958,0.398449972431417,0.434556545252183,0.419609991111142,0.490686271997716,0.499267980533462,0.409905842674607,0.495823723395614,0.50163647461596,0.483901066120822,0.542089288111795,0.475434949952777,0.516529921903606,0.540392260060731,0.494733164907266,0.475998314211592,0.531110265070864,0.484071867937052,0.566109760982,0.3928223653151,0.461376172884692,0.522612635786663,1,0.596508278362497,0.499847269938266,0.608669177432216,0.497367133777262,0.413399748916359,0.183466063798869,0.484765456530291
"tianjin",0.64391633557634,0.499733851717849,0.668846940334867,0.504636877927049,0.61264162291953,0.650110936577079,0.479382684519152,0.660033909331878,0.653387208153328,0.630843533427489,0.695126600721432,0.589685864072639,0.663841540088693,0.685105072062776,0.610409268188548,0.645799883286382,0.627652772872208,0.638655861862665,0.623078177552075,0.56954041990204,0.590569467416589,0.585742106732278,0.596508278362497,1,0.622014852216365,0.684522476718725,0.587153763744753,0.491707424807801,0.185508517550449,0.60447021536213
"tongzhouxincheng",0.773698156894995,0.478334921738739,0.483357016956775,0.656491604092028,0.774047253849611,0.795982152646762,0.558621487709596,0.752321033129234,0.824566221396627,0.77402061140764,0.775834543410417,0.750683643961388,0.672182363233728,0.768598421312399,0.713568669990933,0.788160509140366,0.794606214527074,0.776836519352933,0.807191234594558,0.475115427485909,0.741384117821939,0.781588700113611,0.499847269938266,0.622014852216365,1,0.82254805060453,0.652132502182122,0.60941653642897,0.175861860865795,0.686828138769705
"xianghe",0.800917653177495,0.57795440483811,0.526722674430569,0.672969299888095,0.776041528738178,0.803762639154962,0.623345743089123,0.784828720751354,0.799055516651663,0.781420296336054,0.821627701856018,0.749556424148808,0.759221245770636,0.827834922094859,0.761232730133164,0.784597914541288,0.821964838627273,0.782910817438179,0.872052165663321,0.571376322021234,0.740332634051408,0.806179183157397,0.608669177432216,0.684522476718725,0.82254805060453,1,0.729191311798297,0.653160723634338,0.220384580660158,0.720078717032896
"xinglong",0.778070153327183,0.521900946453484,0.524582342607802,0.762811055150913,0.791225864492046,0.777437933315688,0.768715538901715,0.740119291550454,0.756541975421597,0.762132573336193,0.731621176141928,0.786620017037044,0.74832662940718,0.633017901848769,0.827937133732635,0.754242879354615,0.826749972860615,0.769100561221389,0.780290060269326,0.550293412611313,0.789303696781021,0.795826937032589,0.497367133777262,0.587153763744753,0.652132502182122,0.729191311798297,1,0.779074122996256,0.303723805157429,0.693349367808521
"yanqing",0.796985247986622,0.532805232269691,0.467811789518479,0.862584138595347,0.829655965808696,0.805611402330872,0.739513881675026,0.766248411127494,0.779758449178645,0.811849101006745,0.735203533838132,0.856446183417799,0.681087165246148,0.59737751033483,0.850380907073301,0.794725646492254,0.776892893961588,0.802880769866167,0.731051308328373,0.56515432602443,0.85681768741212,0.799121482392414,0.413399748916359,0.491707424807801,0.60941653642897,0.653160723634338,0.779074122996256,1,0.343912926861036,0.752536594035435
"zhangjiakou",0.266883070913866,0.222547492600834,0.177595579203921,0.288443010413773,0.271423348072771,0.269857066137607,0.289026851869642,0.253500030144146,0.250529404797184,0.264808529035537,0.236929947826795,0.285746901897908,0.208014065222594,0.218417631178485,0.294917602656118,0.247096259227144,0.2416567513647,0.263542821544018,0.246211087338361,0.233268506768172,0.28150379273844,0.267554463395697,0.183466063798869,0.185508517550449,0.175861860865795,0.220384580660158,0.303723805157429,0.343912926861036,1,0.267162140086155
"zhuozhou",0.833498774951118,0.691070597362081,0.476734837547103,0.732870544328519,0.828537758491673,0.838882006309055,0.623946070173534,0.867731782753176,0.825837029565658,0.86651572213421,0.870855158150831,0.838500301795818,0.643927072397623,0.751032938614483,0.785057020543892,0.845176715106092,0.761845784135515,0.839141329399924,0.753615327962023,0.649490773738348,0.841484527808786,0.768860424387158,0.484765456530291,0.60447021536213,0.686828138769705,0.720078717032896,0.693349367808521,0.752536594035435,0.267162140086155,1
